pokemon_id,catch_code
66,16d91234-b8b2-4b74-8e39-327f0330015c
67,f79ca8e0-594d-4ed9-89b2-c295ef3a80de
68,99c53aab-d6bd-4a40-a9c2-5b60f3c44137
69,0353afd6-8e4e-4cb9-aeac-9c6a6af199c6
70,3e3a9ff5-827f-4551-8682-1d5131da2b75
71,6bb16847-9144-4aed-879d-5c3b8dec2610
72,f3dadaa1-d1be-47b2-8574-36ae5ae8b341
73,550a7bad-87ec-44ac-aed8-9bbaa88d586d
74,341cda83-4065-4b4d-ac83-3d6f32ebc899
75,e539d105-5e82-43d1-bf0b-dbdedbe11764
76,eea18da7-21ee-4741-ad47-c62a97dd1e40
77,ddd8ad09-2d42-41bd-a2dc-327bc02ed35a
78,354ff92c-b93e-4cb3-a099-b1d8cc3ea294
79,fa3a7cdb-1d31-49a3-b7c4-73602fb8b6ef
80,f75197c2-94d1-41c9-8d9c-1c893702ebe4
81,76d31cec-68b5-4a07-a035-16ab32c7c12c
82,60691bfa-f68e-4e64-8652-0403d96aacc6
83,66584caf-04ba-4cf2-b59e-4015f15c4089
84,63c57b4a-bd04-46c0-8587-2d3980d8c5e9
85,ca375d7d-1ca0-431d-ac2d-2869b81446e0
86,4d429a98-c245-430e-9d9d-8524163ae62d
87,691c15b9-05bb-4786-a036-2a4b74edff76
88,2014b94d-97cd-4bb2-b954-fc034135901b
89,d9f5fe6e-22bd-4240-918c-9994a062df82
90,f3bb7f69-3b66-4cf6-8342-85e17951b502
91,22c8ecfe-3089-41f6-8cb2-42324e849aa5
92,830e0ce3-3449-4192-832d-3693dc1fd37b
93,9e6e3706-a3f2-4d46-affc-11daf1f9fecd
94,e3228c0c-aba2-4bac-a5d1-6b6614f129eb
95,019b34e2-34fd-48d9-bd2f-2e60dde9a687
96,a87428f4-7345-485b-ac61-bf78cadc682b
97,aed9630f-6ae5-406c-98f4-b4c8170f3d27
98,26bf8a3b-c036-4faa-a519-ece4ee72755f
99,108b11cc-ccc3-4c47-9b36-22dbc41e17da
100,9329f3a4-7bc1-4a05-a01c-b562704a1a51
101,645f9183-1b97-47be-b68f-cb23cbecf9e3
102,3e5a20b4-3763-4a0c-90bc-4714dbf4d0c2
103,2450fdcd-d659-4d73-bceb-671d2aa0e2f5
104,da8efef2-91fd-44ed-a756-0b029e4ba4d2
105,057f40a1-f3c9-4da7-a352-68f88be17f6d
106,84df6d0c-99a8-4812-9cf8-5d6d8e063f97
107,5cb26e09-d74d-4983-bdb2-c4361b4b3c40
108,cb7f92d1-4dd0-475a-90bd-54698f6364ae
109,a062a37e-80b7-456f-bfed-70623f458814
110,054da3fc-afc7-426b-8e1e-674d1c332343
111,7eb4708d-66ac-4b95-a6a4-3b433f952b04
112,71389f6d-d9b3-4bf9-9a89-72919763c45d
113,2476fe3e-f557-42ef-8713-38f91ee6e0a0
114,550e2f54-865b-4ce8-a9bf-fbf3a6914cd9
115,8fa3a2b0-a780-4c47-b35d-f63d138d8250
116,4140704e-d622-460c-9e2a-89e2491c83e1
117,ee5bc2fd-fdb7-4066-adb0-0ff19e238591
118,e3dbc42d-f9c0-4ff3-9f75-bd75339f8875
119,91228c70-2f5d-45f9-9872-8139d6a1d868
120,5743cf38-643d-45dd-8bff-ebecd81939ff
121,6a787f9b-a49c-49bc-ac0e-34b6bb660e85
122,225c1572-7151-4e82-899f-dad3a7d6bdae
123,fd7aae26-b351-4ac8-97dd-872e3b8ac253
124,dfe82312-597f-46a7-83f5-4b90591b0dfb
125,7d71fd9c-dcf4-4d09-a33e-2e7558cf21f3
126,89018a2e-1536-4715-8c3c-73fe6679c4b5
127,904d6980-a627-47e0-9ceb-c6a4cb8fe91e
128,1a9b4f44-ebcb-4e3a-9313-9fc11d3d5248
129,0f5d054e-ec23-438d-b016-2e129b7cf931
130,c37ab940-783b-4437-84fc-a87639bf2d4e
131,054f4f57-1e04-4c13-9063-46924bc71863
132,73cbded0-9fb1-4394-8df0-f9db808ac389
133,9081c390-e46a-40fe-8234-04cad2e97f38
134,44cda3fd-62e5-4d68-a41a-7ae472d8aa5b
135,62c879c8-073f-49bc-bddf-949bb5418a39
136,3c87f67d-dd24-4711-b1b8-347375732ec1
137,ebd6d16f-d0c9-4fcf-a23f-ffe1541c5291
138,d85f32e2-20a2-4376-a854-9981ef6d758f
139,b6760119-06b7-4a44-9c02-e86271268858
140,742ad7e7-db38-40a7-901b-65867c2a7539
141,fded8516-f911-4135-b536-869455f7eeb0
142,b226879c-f3d6-4e16-9dd7-dbc38bc5e326
143,0c163720-cc8b-474e-ba1d-4b5b7c17d21b
144,9c1b8aa9-f234-4428-9a8a-2916ccb333c0
145,7a6af775-748a-44ab-9812-dfe934d5fab5
146,1b282888-7f07-41a1-96b7-9092f36071bb
147,3ec107de-98dd-4c59-83c5-891abca8ffdb
148,7b04fff7-6c3b-4eaa-8388-c0181bde7139
149,7cb74a77-e550-4649-aa3a-9cc4a3d9ee8a
150,1d660d0a-6943-4f11-ae71-88c9b7024260
151,bb53edb9-86f6-4982-bced-a420f7a7ee22
